19495	28675	25
28675	19495	25
19495	43	16
43	19495	16
19495	21209	22
21209	19495	22
19495	23719	2
23719	19495	2
19495	24514	1
24514	19495	1
19495	2464	2
2464	19495	2
19495	967	11
967	19495	11
19495	11618	24
11618	19495	24
19495	1029	8
1029	19495	8
19495	6191	5
6191	19495	5
19495	16155	7
16155	19495	7
19495	14780	11
14780	19495	11
19495	25078	6
25078	19495	6
19495	21828	2
21828	19495	2
19495	18745	3
18745	19495	3
19495	28432	13
28432	19495	13
19495	10964	4
10964	19495	4
19495	5238	2
5238	19495	2
19495	3158	1
3158	19495	1
19495	14386	7
14386	19495	7
19495	25195	11
25195	19495	11
19495	19213	16
19213	19495	16
19495	19705	3
19705	19495	3
19495	12443	3
12443	19495	3
19495	27915	26
27915	19495	26
19495	14555	7
14555	19495	7
19495	13153	6
13153	19495	6
19495	8573	3
8573	19495	3
19495	11062	4
11062	19495	4
19495	13155	3
13155	19495	3
19495	8787	8
8787	19495	8
19495	19168	5
19168	19495	5
19495	9273	11
9273	19495	11
19495	25817	3
25817	19495	3
19495	28115	13
28115	19495	13
19495	5067	3
5067	19495	3
19495	7900	9
7900	19495	9
19495	13487	4
13487	19495	4
19495	27988	1
27988	19495	1
19495	19068	9
19068	19495	9
19495	2576	47
2576	19495	47
19495	4779	36
4779	19495	36
19495	5736	10
5736	19495	10
19495	16754	2
16754	19495	2
19495	12040	2
12040	19495	2
19495	5898	12
5898	19495	12
21828	19495	2
19495	21828	2
21828	16155	2
16155	21828	2
8787	19495	8
19495	8787	8
8787	19213	1
19213	8787	1
8787	14780	1
14780	8787	1
19213	28675	1
28675	19213	1
19213	8787	1
8787	19213	1
19213	19495	16
19495	19213	16
19213	2576	1
2576	19213	1
19213	9273	1
9273	19213	1
19213	28115	4
28115	19213	4
28115	28675	2
28675	28115	2
28115	43	1
43	28115	1
28115	19495	13
19495	28115	13
28115	967	5
967	28115	5
28115	10964	3
10964	28115	3
28115	11618	1
11618	28115	1
28115	2576	1
2576	28115	1
28115	9273	1
9273	28115	1
28115	25195	1
25195	28115	1
28115	16155	3
16155	28115	3
28115	19213	4
19213	28115	4
10964	28675	2
28675	10964	2
10964	967	2
967	10964	2
10964	43	1
43	10964	1
10964	19495	4
19495	10964	4
10964	16155	2
16155	10964	2
10964	28115	3
28115	10964	3
16155	28675	2
28675	16155	2
16155	19068	1
19068	16155	1
16155	967	2
967	16155	2
16155	10964	2
10964	16155	2
16155	11618	1
11618	16155	1
16155	43	1
43	16155	1
16155	19495	7
19495	16155	7
16155	9273	1
9273	16155	1
16155	28115	3
28115	16155	3
16155	21828	2
21828	16155	2
19068	11618	3
11618	19068	3
19068	19495	9
19495	19068	9
19068	9273	3
9273	19068	3
19068	5898	2
5898	19068	2
19068	16155	1
16155	19068	1
9273	19068	3
19068	9273	3
9273	967	1
967	9273	1
9273	19495	11
19495	9273	11
9273	16155	1
16155	9273	1
9273	19213	1
19213	9273	1
9273	28115	1
28115	9273	1
967	27915	3
27915	967	3
967	28675	3
28675	967	3
967	19495	11
19495	967	11
967	43	1
43	967	1
967	10964	2
10964	967	2
967	11618	2
11618	967	2
967	9273	1
9273	967	1
967	25195	1
25195	967	1
967	5898	1
5898	967	1
967	16155	2
16155	967	2
967	28115	5
28115	967	5
21209	19495	22
19495	21209	22
21209	2576	1
2576	21209	1
21209	14386	1
14386	21209	1
25195	27915	1
27915	25195	1
25195	967	1
967	25195	1
25195	19495	11
19495	25195	11
25195	2576	7
2576	25195	7
25195	28115	1
28115	25195	1
25195	14780	4
14780	25195	4
14780	28675	1
28675	14780	1
14780	8787	1
8787	14780	1
14780	19495	11
19495	14780	11
14780	2576	10
2576	14780	10
14780	25195	4
25195	14780	4
28675	27915	8
27915	28675	8
28675	967	3
967	28675	3
28675	10964	2
10964	28675	2
28675	11618	2
11618	28675	2
28675	43	1
43	28675	1
28675	19495	25
19495	28675	25
28675	2576	14
2576	28675	14
28675	5898	1
5898	28675	1
28675	19213	1
19213	28675	1
28675	16155	2
16155	28675	2
28675	28115	2
28115	28675	2
28675	14780	1
14780	28675	1
11618	28675	2
28675	11618	2
11618	19068	3
19068	11618	3
11618	27915	5
27915	11618	5
11618	967	2
967	11618	2
11618	43	1
43	11618	1
11618	19495	24
19495	11618	24
11618	14386	1
14386	11618	1
11618	16155	1
