1	276
1	465
1	725
1	981
1	1000
2	78
2	721
2	728
2	808
2	894
3	300
3	361
3	864
3	889
3	989
4	34
4	84
4	323
4	915
4	958
5	422
5	708
5	733
5	896
5	1000
6	431
6	798
6	935
6	947
6	971
7	260
7	261
7	328
7	621
7	936
8	148
8	792
8	813
8	870
8	919
9	121
9	159
9	396
9	830
9	968
10	174
10	231
10	531
10	723
10	908
11	64
11	447
11	599
11	868
11	980
12	201
12	211
12	341
12	892
12	974
13	116
13	322
13	348
13	460
13	786
14	291
14	751
14	822
14	842
14	934
15	127
15	651
15	780
15	863
15	998
16	380
16	401
16	615
16	882
16	989
17	130
17	705
17	721
17	867
17	903
18	186
18	669
18	862
18	897
18	929
19	313
19	475
19	562
19	839
19	933
20	252
20	506
20	641
20	800
20	967
21	874
21	916
21	971
21	990
21	991
22	637
22	681
22	766
22	981
22	995
23	643
23	669
23	774
23	790
23	948
24	35
24	600
24	660
24	682
24	700
25	75
25	191
25	231
25	478
25	690
26	52
26	96
26	395
26	975
26	990
27	514
27	618
27	825
27	957
27	988
28	549
28	797
28	912
28	954
28	957
29	282
29	377
29	850
29	935
29	999
30	701
30	907
30	927
30	983
30	995
31	195
31	507
31	509
31	920
31	992
32	335
32	555
32	716
32	837
32	971
33	292
33	505
33	537
33	874
33	914
34	4
34	475
34	661
34	704
34	922
35	24
35	148
35	533
35	777
35	831
36	118
36	289
36	442
36	615
36	711
37	571
37	886
37	887
37	888
37	953
38	589
38	743
38	778
38	876
38	987
39	344
39	534
39	840
39	930
39	977
40	168
40	733
40	912
40	968
40	972
41	43
41	70
41	133
41	508
41	512
42	588
42	798
42	925
42	946
42	969
43	41
43	375
43	395
43	788
43	923
44	232
44	614
44	715
44	750
44	898
45	622
45	739
45	766
45	879
45	880
46	232
46	551
46	610
46	965
46	975
47	63
47	207
47	430
47	523
47	812
48	144
48	183
48	413
48	785
48	923
49	124
49	183
49	721
49	855
49	865
50	177
50	750
50	951
50	957
50	976
51	285
51	687
51	790
51	922
51	973
52	26
52	675
52	705
52	897
52	923
53	60
53	126
53	253
53	685
53	711
54	686
54	740
54	834
54	854
54	922
55	476
55	891
55	913
55	959
55	970
56	720
56	741
56	881
56	911
56	949
57	269
57	766
57	873
57	902
57	995
58	577
58	649
58	837
58	839
58	878
59	683
59	698
59	754
59	844
59	929
60	53
60	242
60	623
60	715
60	773
61	340
61	540
61	552
61	956
61	992
62	73
62	265
62	347
62	875
62	991
63	47
63	147
63	555
63	722
63	968
64	11
64	799
64	859
64	930
64	970
65	246
65	547
65	573
65	837
65	902
66	76
66	341
66	565
66	949
66	960
67	113
67	286
67	366
67	840
67	930
68	291
68	688
68	778
68	954
68	989
69	512
69	590
69	817
69	839
69	956
70	41
70	155
70	187
70	658
70	722
71	204
71	326
71	488
71	941
71	949
72	566
72	837
72	952
72	972
72	1000
73	62
73	386
73	603
73	686
73	833
74	777
74	844
74	886
74	888
74	909
75	25
75	592
75	633
75	821
75	942
76	66
76	236
76	238
76	631
76	680
77	322
77	419
77	599
77	710
77	905
78	2
78	368
78	665
78	959
78	984
79	88
79	678
79	684
79	881
79	930
80	797
80	948
80	984
80	991
80	1000
81	817
81	841
81	899
81	935
81	975
82	270
82	663
82	818
82	845
82	962
83	333
83	629
83	727
83	832
83	986
84	4
84	395
84	575
84	831
84	974
85	290
85	399
85	722
85	760
85	929
86	167
86	716
86	919
86	938
86	957
87	136
87	432
87	798
87	938
87	940
88	79
88	757
88	844
88	849
88	913
89	642
89	915
89	935
89	949
89	958
90	470
90	738
90	806
90	827
90	837
91	641
91	797
91	877
91	932
91	1000
92	251
92	654
92	794
92	816
92	921
93	198
93	409
93	471
93	774
93	995
94	303
94	603
94	661
94	739
94	964
95	398
95	915
95	919
95	935
95	957
96	26
96	220
96	269
96	513
96	932
97	243
97	361
97	368
97	425
97	931
98	410
98	522
98	824
98	828
98	904
99	399
99	513
99	820
99	830
99	915
100	216
100	470
100	744
100	893
100	996
101	561
101	644
101	851
101	969
101	988
102	205
102	341
102	649
102	803
102	934
103	279
103	499
103	775
103	904
103	992
104	348
104	832
104	890
104	962
104	993
105	710
105	735
105	877
105	929
105	937
106	252
106	383
106	446
106	968
106	977
107	270
107	306
107	547
107	617
107	999
108	205
108	504
108	844
108	866
108	901
109	155
109	501
109	963
109	979
109	980
110	255
110	548
110	827
110	956
110	982
111	757
111	764
111	833
111	850
111	994
112	643
112	786
112	935
112	977
112	988
113	67
113	264
113	897
113	952
113	996
114	280
114	620
114	803
114	810
114	883
115	181
115	325
115	427
115	756
115	887
116	13
116	184
116	597
116	970
116	988
117	301
117	495
117	687
117	751
117	918
118	36
118	712
118	720
118	763
118	860
118	963
119	546
119	886
119	924
119	953
119	982
120	627
120	723
120	806
120	954
120	990
121	9
121	247
121	832
121	875
121	903
122	257
122	483
122	762
122	959
122	990
123	591
123	644
123	792
123	876
123	921
124	49
124	725
124	820
124	948
124	961
125	476
125	693
125	823
125	865
125	917
126	53
126	527
126	582
126	696
126	955
127	15
127	415
127	635
127	688
127	774
128	518
128	716
128	735
128	777
128	868
129	702
129	742
129	756
129	977
129	986
130	17
130	421
130	521
130	661
130	706
131	587
131	812
131	846
131	974
131	985
132	170
132	310
132	685
132	829
132	865
133	41
133	256
133	565
133	629
133	799
134	281
134	935
134	960
134	996
134	998
135	849
135	884
135	893
135	955
135	994
136	87
136	272
136	654
136	846
136	851
137	250
137	329
137	394
137	827
137	966
138	468
138	881
138	908
138	970
138	992
139	285
139	516
139	662
139	813
139	975
140	219
140	383
140	437
140	570
140	959
141	247
141	600
141	783
141	912
141	974
142	425
142	716
142	931
142	976
142	983
143	444
143	557
143	789
143	826
143	993
144	48
144	688
144	828
144	972
144	975
145	618
145	642
145	756
145	912
145	972
146	481
146	539
146	686
146	830
146	948
147	63
147	764
147	880
147	966
147	992
148	8
148	35
148	275
148	563
148	803
149	551
149	638
149	707
149	887
149	949
150	658
150	839
150	903
150	935
150	994
151	910
151	966
151	973
151	979
151	986
152	312
152	835
152	846
152	868
152	933
153	380
153	614
153	859
153	991
153	1000
154	469
154	765
154	788
154	801
154	831
155	70
155	109
155	266
155	815
155	930
156	222
156	359
156	518
156	710
156	847
157	320
157	324
157	476
157	864
157	926
158	402
158	688
158	754
158	823
158	924
159	9
159	524
159	581
159	715
159	908
160	353
160	383
160	855
160	922
160	984
161	296
161	585
161	866
161	949
161	961
162	199
162	413
162	544
162	687
162	930
163	352
163	532
163	927
163	928
163	965
164	360
164	401
164	420
164	735
164	942
165	491
165	522
165	837
165	859
165	877
166	569
166	695
166	849
166	962
166	971
167	86
167	185
167	456
167	852
167	958
168	40
168	370
168	373
168	639
168	975
169	420
169	690
169	758
169	878
169	994
170	132
170	612
170	905
170	916
170	938
171	409
171	518
171	573
171	820
171	985
172	209
172	609
172	813
172	946
172	999
173	302
173	841
173	855
173	985
173	988
174	10
174	434
174	536
174	935
174	997
175	177
175	199
175	466
175	530
175	610
176	744
176	829
176	868
176	939
176	980
177	50
177	175
177	305
177	879
177	946
178	258
178	292
178	304
178	315
178	614
179	793
179	861
179	873
179	878
179	985
180	449
180	504
180	604
180	925
180	966
181	115
181	396
181	466
181	588
181	644
182	368
182	444
182	590
182	773
182	978
183	48
183	49
183	729
183	763
183	834
184	116
184	336
184	635
184	869
184	999
185	167
185	535
185	725
185	834
185	978
186	18
186	346
186	756
186	816
186	874
187	70
187	229
187	387
187	702
187	826
188	230
188	439
188	763
188	897
188	982
189	506
189	832
189	845
189	936
189	994
190	546
190	773
190	934
190	945
190	980
191	25
191	737
191	831
191	878
191	897
192	679
192	823
192	914
192	976
192	989
193	204
193	550
193	702
193	813
193	907
194	558
194	737
194	873
194	918
194	921
195	31
195	338
195	621
195	836
195	838
196	367
196	884
196	890
196	993
196	998
197	317
197	729
197	753
197	925
197	974
198	93
198	639
198	802
198	882
198	931
199	162
199	175
199	256
199	400
199	509
200	241
200	606
200	679
200	708
200	981
201	12
201	218
201	874
201	916
201	937
202	402
202	466
202	769
202	815
202	889
203	474
203	673
203	968
203	975
203	985
204	71
204	193
204	446
204	834
204	936
205	102
205	108
205	697
205	838
205	882
206	398
206	406
206	529
206	552
206	773
207	47
207	526
207	924
207	930
207	941
208	674
208	816
208	823
208	960
208	971
209	172
209	265
209	420
209	725
209	973
210	519
210	537
210	776
210	865
210	945
211	12
211	329
211	860
211	993
211	1000
212	318
212	833
212	927
212	981
212	987
213	344
213	692
213	842
213	876
213	941
214	461
214	531
214	831
214	855
214	861
215	216
215	654
215	839
215	905
215	931
216	100
216	215
216	486
216	560
216	825
217	244
217	791
217	805
217	880
217	883
217	928
218	201
218	298
218	520
218	821
218	823
218	989
219	140
219	295
219	633
219	640
219	701
